user_id,age,avg_session_time,avg_tries_cnt,avg_progress
3015,12,15.48,6.65,53.53
6853,17,4.97,2.98,79.7
5451,19,8.68,0.86,73.6
11689,31,22.51,7.51,95.08
1965,17,5.72,1.9,1.91
9210,13,7.58,1.86,83.65
171,12,10.61,2.7,7.75
3878,16,6.52,3.37,24.32
210,17,10.91,4.42,8.35
2166,11,2.64,2.48,1.73
10151,33,24.84,8.52,98.64
11577,33,15.4,1.6,94.36
364,16,1.22,7.1,7.96
7465,15,39.68,3.76,47.77
3346,14,11.63,2.13,24.3
9881,16,6.91,4.81,83.92
9298,21,1.12,5.7,85.87
6197,14,8.7,1.37,14.61
7036,15,54.58,4.92,62.9
3310,15,37.36,8.08,60.19
8673,20,26.77,1.46,31.02
4431,16,2.94,0.24,65.22
1369,19,27.56,4.04,1.51
7609,17,17.86,1.76,27.44
3670,15,16.57,5.61,65.91
6706,14,13.18,3.87,58.16
943,13,5.1,1.92,9.78
7447,17,2.78,0.78,72.83
9287,16,5.5,5.09,84.31
6372,15,2.78,2.97,22.57
11380,38,53.74,2.86,95.29
6782,11,19.37,2.78,62.76
4191,21,5.7,1.02,17.5
1707,16,3.11,2.13,0.82
10405,38,0.59,0.59,91.04
275,14,2.26,4.19,4.98
11315,41,8.2,5.21,91.27
6174,20,14.23,1.78,41.42
7591,12,19.92,2.05,29.82
3842,18,4.51,2.54,47.79
10209,32,1.41,5.37,99.9
7595,17,21.78,3.74,69.17
3385,12,5.95,5.94,38.21
9540,17,42.85,9.74,88.86
8111,13,10.72,8.11,13.79
1229,10,51.98,5.13,4.15
3964,16,10.12,1.55,75.36
3781,16,16.47,3.27,17.06
11504,35,12.61,8.19,98.43
10594,29,6.02,1.04,99.97
6154,16,10.67,3.03,48.21
9808,20,63.37,1.44,88.05
204,13,13.99,0.76,6.2
9558,20,8.36,2.82,86.28
4736,12,37.78,4.05,23.57
9914,19,0.32,2.15,89.19
429,20,2.24,1.23,4.77
5303,15,14.87,5.72,21.6
4658,13,39.78,6.25,13.65
2191,10,18.29,4.8,4.48
10718,42,56.72,2.03,97.28
370,13,24.51,5.21,7.47
9293,11,8.95,2.04,89.81
1099,15,19.57,3.69,0.05
6525,19,1.33,7.04,31.28
7682,11,3.07,2.3,49.62
9722,18,2.4,2.73,89.84
5675,14,0.56,3.61,16.36
3144,12,11.31,6.08,70.6
7712,18,6.06,7.14,30.3
702,18,16.72,7.11,4.92
4090,14,7.13,0.25,22.66
11061,33,1.46,2.92,91.71
2652,15,22.88,2.84,6.21
4463,14,38.79,1.87,63.44
3483,21,9.26,4.69,63.08
10621,36,8.74,1.5,94.43
1193,21,4.92,2.57,1.59
7015,17,4.2,5.83,46.84
7790,13,9.7,1.41,61.69
8775,14,56.35,3.51,48.22
5309,18,41.57,1.31,61.34
4899,18,9.9,9.64,65.03
6231,15,25.75,8.66,27.99
7935,13,7.27,5.43,16.52
1738,15,23.68,2.59,6.35
6936,18,49.63,2.13,33.91
2736,19,6.2,3.82,5.18
4635,18,1.14,13.33,12.19
793,9,6.5,1.13,9.55
11919,35,23.32,323.47,94.12
4606,16,12.21,10.99,45.37
9624,18,17.72,2.39,86.91
1082,18,12.01,5.55,6.56
3299,14,13.47,2.12,43.67
11136,34,15.19,2.77,90.62
8414,21,13.1,6.48,38.92
6835,17,18.38,4.35,62.18
4570,14,0.62,2.81,36.31
6748,18,1.39,1.67,26.74
7262,16,8.06,5.96,64.03
6272,11,15.05,2.31,19.33
6380,16,11.23,7.49,11.32
5366,13,43.46,3.34,17.83
5289,12,14.42,1.01,65.0
10746,34,10.83,1.7,93.76
4501,17,0.27,2.99,41.62
10571,34,6.92,7.85,95.75
9582,14,32.75,7.26,87.78
681,13,10.16,7.1,2.03
9737,11,46.37,2.44,84.23
5542,12,14.31,9.95,43.8
9256,15,2.86,2.7,82.63
5354,12,0.39,5.22,63.69
11330,31,4.37,2.88,98.27
1878,15,4.06,1.04,2.83
8999,18,18.42,3.01,69.22
4941,18,1.01,8.85,16.5
8720,20,6.99,1.5,71.03
4377,17,29.87,4.97,13.04
1093,11,6.44,6.03,3.84
6767,16,19.35,4.57,17.59
11946,36,14.88,261.37,97.74
7532,19,3.63,2.35,13.59
3558,16,19.56,13.15,56.54
2443,19,5.76,1.9,5.73
4765,10,5.53,2.75,13.21
2055,15,11.74,4.79,2.59
4712,16,38.24,5.72,53.56
3902,14,0.76,17.49,64.14
3227,15,17.45,3.15,68.56
7459,16,4.42,2.88,33.51
1873,15,16.88,2.71,5.83
3193,15,34.79,15.67,70.38
2532,15,43.73,1.08,7.17
2694,8,19.07,3.99,0.34
2119,13,26.08,5.97,1.34
6958,16,24.93,4.53,18.13
3280,18,0.95,1.47,62.38
10043,36,11.38,7.54,99.97
3152,17,28.45,1.63,35.02
10267,34,26.3,9.25,90.09
7311,18,12.98,2.53,56.17
1701,18,11.7,9.55,2.55
9804,13,1.75,1.66,87.04
2209,17,12.29,2.94,8.58
8581,16,85.56,5.99,51.63
1237,15,30.07,4.23,2.74
389,14,5.61,3.65,8.74
1510,11,5.62,5.76,4.1
1433,16,7.26,3.44,9.34
3664,15,0.19,6.85,44.13
8776,17,3.71,2.75,29.82
3362,17,1.27,12.58,65.16
59,11,13.02,1.43,5.49
3716,21,3.25,1.76,45.74
7227,16,14.43,7.42,53.71
7820,12,1.67,2.69,74.89
1528,11,12.06,5.52,8.04
7921,15,2.81,4.49,36.17
5285,15,6.21,3.45,52.82
10038,34,5.13,5.44,93.39
10588,36,39.46,4.65,94.56
7083,17,7.91,4.58,77.46
2309,16,13.44,2.52,5.84
8192,15,1.42,3.69,42.78
4258,17,0.71,4.26,21.44
8626,16,1.79,3.59,44.99
10994,38,27.41,1.49,99.63
3489,18,15.86,2.45,67.79
715,13,2.01,1.85,1.77
8407,12,15.89,4.72,56.83
509,13,28.8,3.54,3.33
10762,35,41.92,3.55,98.75
9981,19,3.42,2.81,81.75
2453,16,5.53,1.43,3.81
916,10,12.48,4.14,1.87
8491,17,2.56,2.61,66.71
1520,14,5.78,5.23,0.36
3956,17,7.82,4.57,27.45
6109,20,6.07,3.08,73.22
9672,16,3.4,8.77,83.29
8207,14,15.78,1.32,53.24
3966,14,23.18,3.09,56.08
4249,18,6.59,1.77,75.61
2752,18,32.7,0.71,5.59
10358,33,0.99,4.65,91.56
2545,20,11.32,1.55,0.84
7052,15,10.66,0.51,22.75
11662,33,23.81,2.76,99.61
6667,17,3.48,2.18,45.18
6594,13,32.44,2.54,67.38
3905,18,3.6,16.46,43.17
565,13,8.1,4.39,7.88
7668,15,30.55,4.71,63.39
256,19,21.91,1.37,2.39
6248,15,14.59,0.43,63.97
10167,46,6.72,1.54,99.07
2423,14,37.17,1.65,9.03
8994,17,3.19,0.52,50.0
11084,34,10.57,5.18,99.28
11484,33,10.31,2.58,93.39
6539,13,1.47,7.51,14.99
1733,14,10.8,8.91,1.23
8919,19,0.04,4.0,32.43
6265,16,0.02,1.03,55.11
8495,17,5.11,0.6,34.47
1654,18,10.18,2.4,8.03
9300,7,8.66,3.02,82.58
2761,20,17.63,1.85,3.2
6947,16,12.79,8.04,68.49
2834,20,17.96,2.8,0.77
5846,20,23.45,0.87,44.22
530,21,22.71,2.96,2.02
3458,22,32.66,6.84,40.58
9592,13,47.73,5.2,80.09
948,15,4.16,1.85,9.63
10797,39,5.54,0.85,97.99
1981,16,18.56,2.98,3.2
3548,12,15.5,3.47,70.56
3759,17,2.77,3.25,35.84
1256,16,22.63,1.92,7.05
7191,15,0.51,9.46,51.22
8772,17,52.56,0.69,37.88
6751,17,9.52,1.86,35.42
1546,19,0.43,2.77,9.66
10198,44,5.1,3.22,98.96
1584,18,34.4,2.91,8.26
8998,15,1.05,3.76,35.88
5774,14,2.35,11.86,69.07
11204,38,1.81,4.0,95.12
4328,15,1.78,1.98,64.11
11842,38,0.27,5.99,92.23
2401,18,3.53,2.32,9.14
8816,16,4.31,1.82,27.37
3114,16,27.03,6.24,44.74
6391,18,4.98,0.63,21.18
7038,15,24.83,0.86,12.61
1096,13,3.22,3.26,2.85
39,16,4.42,5.6,0.63
2779,15,0.28,11.15,0.17
3674,19,19.89,0.5,62.6
3836,15,12.0,5.05,43.9
2993,19,2.92,2.41,0.43
6524,16,13.83,2.91,72.95
1907,19,1.31,4.35,9.16
11172,31,10.72,0.99,91.27
4845,18,5.55,4.19,26.01
11059,32,44.79,1.81,92.94
7940,17,4.46,6.61,36.61
11244,41,0.9,1.04,96.29
8296,14,4.08,1.49,11.08
9445,17,7.85,5.94,80.2
8341,18,10.91,5.39,43.48
2172,22,10.73,3.68,2.31
5487,17,1.97,2.42,76.02
7870,16,56.74,1.93,32.26
6361,22,67.39,7.27,14.24
5634,16,2.96,3.81,21.8
9536,13,9.39,3.24,84.38
2641,22,33.14,4.07,1.48
6827,18,16.59,6.68,37.22
1756,16,3.32,3.14,3.96
6613,13,5.3,13.67,78.01
4121,18,10.0,1.53,62.37
3657,13,19.57,2.36,43.53
5010,18,48.13,4.85,15.86
3213,14,0.75,1.17,49.47
6219,23,12.66,5.1,37.57
11771,37,2.25,2.27,99.73
11653,33,2.73,0.61,95.9
2480,13,18.55,7.56,5.06
2744,14,19.09,1.45,4.37
11510,36,6.41,4.89,98.25
10417,37,20.29,2.83,96.72
7537,16,10.49,2.92,29.06
7259,15,66.95,6.13,46.54
1060,13,13.33,4.18,0.73
6149,15,2.57,0.48,60.24
2171,14,26.35,0.66,8.66
11521,45,16.67,0.83,90.19
10491,32,7.69,1.31,93.38
5271,19,10.35,9.52,17.4
2776,18,3.26,2.92,7.27
1394,17,10.85,9.0,5.06
3597,14,1.07,8.12,73.63
5839,12,18.05,4.37,38.13
2897,13,0.04,4.19,9.02
10661,33,3.43,3.03,91.54
9299,15,1.96,3.23,87.79
10313,34,26.02,10.56,99.67
10171,38,7.3,2.52,91.84
1712,19,24.93,1.84,4.84
2850,18,54.46,1.63,6.19
11888,36,13.35,9.07,91.71
674,14,0.5,1.17,0.15
9255,15,20.65,2.97,89.29
4112,16,15.07,1.26,39.45
747,18,21.88,4.68,4.64
5741,16,11.65,9.07,47.46
3124,19,7.95,1.94,66.02
9595,19,13.02,4.79,80.31
1303,19,5.21,9.57,7.25
5122,11,69.68,5.63,24.35
963,15,3.38,1.9,5.25
2148,23,25.69,4.71,6.65
4168,20,7.04,4.0,14.55
4346,14,33.92,5.68,44.66
4125,12,2.56,2.38,20.9
3545,14,7.41,7.28,42.88
4816,12,23.29,1.84,12.84
4631,15,8.78,1.98,18.82
2246,14,0.51,7.96,4.02
353,12,5.67,4.83,0.3
1120,15,1.9,8.18,0.26
2634,18,5.05,1.42,7.59
9358,19,5.61,4.13,86.13
10523,29,22.26,5.74,95.26
399,12,7.46,3.55,9.79
4074,15,6.5,3.27,31.05
9799,15,28.19,5.63,80.99
1406,13,0.29,6.67,7.41
484,12,8.08,5.51,2.74
6256,17,23.53,3.68,11.07
2622,18,28.95,1.73,6.98
11815,28,46.08,2.31,96.39
3943,14,2.01,2.95,39.67
5603,14,19.98,1.25,10.73
3243,13,1.67,11.46,30.49
4759,17,21.14,4.09,37.97
5669,14,16.16,3.95,47.95
7866,15,0.4,2.01,28.56
3479,13,29.71,7.64,67.26
1079,16,49.51,10.55,0.23
3078,18,4.54,10.07,70.39
10941,35,18.45,7.57,91.32
7574,19,9.22,1.03,50.16
5793,10,70.86,7.0,13.35
4587,18,17.52,8.09,52.63
2758,13,8.28,7.25,8.6
5761,16,8.77,2.13,24.17
11536,35,4.56,2.03,91.05
6670,20,4.66,5.92,17.77
9522,19,25.21,5.5,88.73
5787,19,13.42,3.35,35.41
546,19,0.39,4.09,9.11
5513,19,2.34,2.03,38.1
2396,18,11.57,1.75,5.49
3423,12,30.05,6.27,66.76
671,17,8.03,0.79,9.78
5758,19,4.48,1.87,34.54
1185,13,5.66,6.1,4.48
3926,15,14.91,2.16,11.11
154,16,11.7,9.2,3.83
8696,18,41.68,3.41,55.45
11286,31,7.62,1.22,94.48
1657,13,19.94,6.59,6.37
1727,14,9.9,4.57,5.9
5945,8,32.14,6.59,34.02
813,15,50.98,5.65,5.02
701,17,4.19,9.88,2.48
2173,17,38.01,4.31,1.85
10378,38,30.4,4.86,91.69
3220,13,0.62,7.61,43.49
2605,14,3.6,0.68,9.51
3972,16,0.8,1.64,21.7
944,16,39.04,3.17,7.39
6735,18,19.84,1.82,31.32
1786,16,2.28,1.81,2.37
4562,13,8.96,2.75,32.4
5026,16,0.25,5.69,49.45
690,18,12.23,5.8,8.34
6153,20,0.42,5.54,66.75
4832,21,11.7,5.01,36.11
8108,17,53.64,0.71,29.63
7857,10,13.5,8.02,76.41
4538,14,5.06,9.16,59.3
9637,14,7.34,8.12,85.38
816,15,4.5,4.94,6.75
10105,37,5.6,5.79,99.85
835,14,34.74,2.73,4.73
5454,16,22.47,2.24,49.25
1478,16,10.76,4.71,0.55
3665,18,7.4,0.9,65.15
4435,15,58.22,7.71,39.05
4700,9,6.71,6.43,75.58
7584,18,0.22,0.81,37.48
11721,33,34.95,2.87,96.8
6077,17,2.96,2.32,35.88
11707,37,10.07,2.33,96.85
10336,28,25.41,5.2,96.78
453,14,5.01,2.46,3.33
4141,17,11.93,2.34,47.97
11638,37,4.29,2.91,95.71
7611,15,7.67,5.01,45.38
9093,17,17.8,5.55,86.58
5180,15,30.19,10.52,50.91
11537,42,15.16,2.69,92.41
3880,14,5.03,6.47,22.14
11850,29,21.99,2.62,98.3
7898,20,0.04,2.42,60.08
11334,31,1.23,9.53,96.46
2214,16,0.91,6.94,3.02
1638,14,4.48,5.15,8.74
9127,18,0.13,0.49,89.78
3559,19,5.36,0.9,17.61
11412,36,6.36,4.18,99.96
5744,19,35.67,4.65,67.38
11353,26,3.02,1.89,99.06
417,18,8.67,5.59,6.96
7120,16,8.14,3.79,52.17
4596,21,7.72,9.27,77.41
2726,14,15.93,3.9,6.27
8030,14,7.57,7.2,78.97
3435,15,9.13,2.87,72.39
11753,36,0.49,1.66,92.56
10410,33,39.33,3.19,94.49
2298,18,10.24,3.45,2.0
7777,18,20.52,20.65,31.09
4618,15,22.86,5.38,59.61
4018,18,44.82,9.91,38.9
8763,13,11.64,3.86,76.02
11905,28,27.3,300.17,95.77
11394,40,0.68,6.34,97.25
4819,21,3.09,4.25,17.63
6054,21,22.55,2.89,77.61
8375,13,10.57,2.41,45.0
10508,30,12.52,4.03,92.62
1555,12,1.96,1.07,2.98
2295,22,20.56,4.48,9.62
8543,17,3.2,4.06,58.3
4803,17,2.78,2.65,74.89
9398,17,32.85,0.6,81.46
3338,15,24.57,1.66,74.92
3885,16,35.38,3.12,21.85
8622,10,14.98,0.57,62.58
11421,37,2.82,2.72,97.22
10180,38,23.12,2.37,90.58
9393,21,15.28,5.53,82.96
1164,16,8.24,1.79,8.46
6202,19,23.0,2.38,25.93
7302,17,10.99,2.39,59.89
7841,17,0.17,10.67,31.83
10647,34,7.12,5.09,93.22
5462,19,2.82,4.22,65.49
10881,41,36.4,2.36,90.37
10620,42,0.2,3.65,96.79
5342,15,47.54,2.03,17.62
5877,16,4.78,5.48,58.45
10879,27,8.54,3.29,95.88
9167,14,16.94,1.26,81.28
11445,35,1.11,2.33,90.04
1533,21,8.92,4.97,9.9
423,16,15.99,5.65,6.24
9051,17,22.73,3.41,87.24
8176,12,2.52,7.93,56.09
4683,10,1.01,6.42,56.19
232,20,11.21,0.8,3.08
4423,21,13.95,1.06,31.82
7997,15,11.38,5.62,26.95
6783,16,5.08,6.54,30.8
126,15,17.25,4.57,0.45
5374,14,3.08,0.89,10.36
10813,31,9.34,10.26,94.04
6759,19,14.5,3.09,48.95
3629,18,33.4,9.14,67.48
2859,12,15.48,1.1,0.44
1397,17,35.4,4.22,5.82
186,13,32.83,3.43,3.16
11612,36,25.42,1.71,94.51
4159,20,2.48,1.97,56.5
8661,15,11.96,4.2,17.11
6581,17,35.14,3.67,34.66
6235,10,54.02,1.56,35.22
2945,13,13.43,1.4,2.8
4955,15,20.14,1.26,54.09
5738,16,3.88,3.71,49.12
10539,37,61.94,9.06,97.49
1241,16,0.62,3.16,0.37
4406,15,46.03,3.32,58.93
2632,12,14.79,4.18,8.77
2880,18,4.19,5.63,5.22
4073,8,68.65,3.55,13.42
1692,12,1.78,5.47,1.11
4968,19,22.26,0.66,69.92
566,17,6.61,3.93,6.59
9219,21,2.41,4.08,88.73
1227,13,11.83,4.59,2.52
10541,41,5.62,1.09,97.68
7089,13,2.66,2.34,16.94
10625,36,11.45,7.13,95.86
1162,15,21.75,1.37,0.99
6005,17,19.61,3.41,57.18
1507,12,0.86,3.64,2.66
1263,16,16.48,1.5,2.14
6490,19,20.62,1.32,56.66
17,14,8.21,3.75,2.9
6584,15,0.09,5.94,54.88
8713,13,20.85,6.42,49.79
9073,15,18.8,2.79,86.01
9159,16,11.44,2.58,88.44
2320,21,53.15,3.13,2.42
7612,17,22.58,1.76,59.78
638,18,59.11,0.97,6.38
10979,35,16.04,2.6,99.54
1252,16,12.97,2.94,8.43
11193,34,6.21,10.14,94.69
9305,20,6.4,3.37,89.97
4033,15,26.23,2.26,76.64
8122,14,1.27,7.02,19.72
607,17,19.68,11.86,6.24
11485,39,8.62,4.5,98.31
2270,15,26.06,4.27,0.77
8904,16,40.11,3.68,38.26
6816,17,19.32,3.08,38.09
10250,38,9.06,5.17,96.21
4602,16,19.09,3.32,54.64
9545,19,9.11,3.75,83.24
2764,16,25.73,5.66,9.59
3365,13,8.28,3.2,40.66
873,14,3.99,9.51,4.55
11119,31,17.31,2.02,92.14
7698,14,12.45,1.09,21.57
5018,19,7.45,1.12,78.66
3415,17,4.37,4.1,41.17
4323,13,8.44,1.21,20.64
8806,19,42.81,5.32,17.02
2425,15,9.78,1.78,3.65
11107,39,5.03,1.14,95.77
4696,18,3.93,1.5,22.11
3140,9,6.25,3.25,61.82
9855,17,5.9,3.2,89.81
1317,15,7.86,1.66,2.39
3216,18,40.07,4.46,60.64
2319,11,2.55,8.71,2.88
8952,19,12.95,7.28,26.76
10615,33,12.41,3.09,96.58
1835,23,0.36,1.13,8.91
11544,30,1.28,4.23,96.47
5941,14,9.54,7.86,72.44
3989,13,48.77,2.86,56.89
8522,19,14.45,6.05,23.84
5963,14,16.03,8.0,61.2
10339,33,1.66,3.57,91.97
7860,11,26.81,3.22,10.77
408,17,22.42,5.38,6.18
10331,32,1.18,1.08,90.45
10058,33,0.89,0.94,90.73
195,17,42.26,3.3,5.61
1331,17,1.75,4.54,9.91
11825,37,11.42,2.2,90.73
7091,16,6.62,2.67,35.64
10251,30,1.32,3.59,92.49
5618,16,12.7,2.07,28.15
7970,11,26.25,1.42,43.28
9572,11,2.2,5.89,80.27
6709,17,23.41,2.74,28.84
11376,32,0.98,3.78,96.13
11861,34,0.49,5.93,98.64
5093,16,30.43,0.43,38.65
7948,15,9.74,6.05,15.71
9645,17,30.17,0.61,83.99
2416,12,6.34,1.46,4.76
1903,15,29.13,7.58,0.93
8701,16,46.19,1.17,36.05
10199,35,7.55,3.74,99.52
10026,34,8.07,7.01,94.53
7856,10,3.03,0.98,66.54
11686,33,13.65,1.71,97.25
2589,17,1.28,1.76,5.81
723,15,5.63,8.46,8.89
7429,13,2.78,6.48,44.24
477,19,12.82,4.77,7.24
9524,15,3.49,5.03,89.42
7681,15,4.99,1.09,15.84
10861,31,2.5,4.72,96.57
2827,20,68.5,6.8,7.14
6625,9,26.3,2.45,56.88
11768,34,3.1,1.1,95.78
1834,11,14.74,3.05,3.56
3721,14,4.68,0.22,20.44
1122,14,24.02,0.95,1.23
4896,19,20.26,2.22,21.8
7515,18,27.16,0.18,43.72
2118,13,5.33,2.06,2.95
7649,12,21.98,7.49,71.08
2881,17,3.95,0.44,9.93
7665,16,22.08,8.15,14.45
9191,17,13.95,1.91,82.37
5899,17,14.89,5.97,73.7
6704,18,6.51,3.56,55.48
5282,10,10.11,2.66,74.72
10511,40,8.27,1.91,95.25
11872,35,40.2,3.17,90.16
6629,20,61.74,2.79,52.89
9591,17,7.98,7.34,84.61
6659,18,2.84,1.45,71.08
954,17,5.22,4.78,6.97
2703,14,2.35,2.43,4.8
8819,18,21.22,2.35,31.21
3248,16,15.2,1.53,27.46
10631,28,8.52,4.09,96.6
9460,13,27.74,8.68,82.99
3835,19,33.3,0.38,19.84
8213,16,14.0,6.88,23.71
10793,37,1.97,3.14,91.59
10981,37,5.91,0.69,97.86
1384,18,1.35,2.87,2.91
3859,17,3.33,3.85,25.29
1240,15,25.8,4.89,1.05
9925,12,4.29,2.25,87.96
4101,14,0.41,1.34,18.36
1924,18,7.57,5.35,5.01
8274,14,32.13,0.82,56.02
8417,20,10.42,4.17,12.78
6076,17,2.87,6.07,75.04
9180,10,51.62,7.04,83.99
5532,15,28.84,9.07,43.7
8715,16,2.89,5.83,33.48
10360,34,19.24,1.72,90.97
7065,13,0.64,3.28,52.59
3309,15,6.03,8.6,14.32
8746,17,0.71,2.76,28.39
9885,21,12.59,9.19,86.21
7802,16,10.33,1.53,12.93
11911,36,20.76,270.18,90.32
10230,32,2.87,1.7,93.05
6753,16,14.82,9.69,16.05
2824,18,6.03,6.11,8.82
9733,15,22.24,2.41,82.78
5296,16,3.43,13.22,38.4
7760,12,11.32,4.1,36.82
4779,13,23.4,7.53,54.41
621,20,0.19,5.76,4.49
3233,16,6.49,2.46,23.57
4865,15,5.25,2.83,34.39
1160,20,2.71,2.2,1.14
5725,16,16.52,5.11,43.86
7309,20,1.04,2.51,69.29
7380,19,24.67,2.34,58.9
534,10,16.4,1.48,6.8
4894,20,1.37,2.63,30.89
4484,12,7.31,3.48,45.01
10795,41,1.57,4.47,93.13
6971,13,0.45,0.64,18.44
3241,16,7.19,2.47,73.34
3904,15,4.45,2.86,56.26
10007,34,22.7,0.8,97.8
5898,15,15.61,1.71,25.55
7212,14,2.47,8.99,10.38
5944,21,14.22,6.28,21.67
10886,37,8.53,18.15,96.15
2953,12,47.79,1.82,4.77
7438,17,32.93,2.39,73.05
933,16,9.35,7.64,9.72
8263,17,11.96,4.17,78.92
7403,14,15.63,4.18,70.31
6387,13,15.74,2.96,32.34
6722,14,16.05,1.52,75.89
8800,19,14.59,1.6,74.85
93,19,8.55,5.79,4.32
7099,11,20.47,1.73,36.43
11681,36,3.73,2.4,99.21
2199,13,32.43,5.14,6.33
10562,35,11.87,7.8,93.0
5299,12,10.37,6.16,62.26
9432,17,2.18,7.29,84.97
10,16,28.22,6.78,4.69
1171,13,15.96,1.63,7.37
3566,14,1.61,3.26,39.31
922,13,14.01,3.95,6.55
1350,17,15.77,1.03,5.65
7371,12,33.21,8.78,75.65
4443,12,22.85,5.73,65.79
10073,29,6.24,3.7,99.57
2327,14,44.97,2.29,0.45
2579,18,31.26,0.18,8.96
1405,18,18.54,5.19,7.08
1789,16,2.07,5.71,4.96
2249,18,17.12,0.19,0.26
9380,17,33.62,3.34,83.32
4401,17,5.81,6.12,27.65
5326,15,4.66,7.89,30.47
11611,40,5.73,3.35,90.75
6713,20,6.99,0.82,39.77
10986,33,11.79,4.59,90.85
5952,16,7.84,11.87,45.5
2454,15,1.39,1.37,4.76
1932,16,26.17,3.39,2.54
7678,21,31.51,1.56,12.13
9472,16,13.65,2.84,85.98
2151,7,11.81,0.74,2.76
597,13,7.36,3.51,9.98
3364,17,15.18,2.71,35.38
9529,10,16.21,2.73,82.46
3372,16,14.91,4.42,63.3
6366,14,0.33,7.58,50.91
10113,37,10.44,3.73,90.41
5530,17,26.94,2.2,26.33
2860,21,9.81,1.19,5.19
9654,16,9.05,1.65,83.58
11150,33,4.28,3.18,95.46
10559,38,1.38,6.79,94.29
10287,38,8.71,1.13,90.05
3113,17,1.49,8.04,70.6
10334,34,47.79,1.09,93.68
9322,19,1.86,1.36,89.81
5441,18,7.4,1.63,41.76
11761,29,14.35,1.71,90.93
2089,16,10.43,2.4,3.18
167,15,9.95,4.44,7.92
9259,11,10.11,12.03,80.97
6797,14,9.25,6.31,15.1
11393,39,43.51,7.56,92.26
8926,14,12.91,2.32,22.56
3961,15,25.7,3.65,16.19
9223,13,57.61,5.65,88.0
11930,38,0.05,156.11,96.17
3549,22,10.52,0.16,56.77
1488,12,36.43,11.78,1.64
11281,33,4.64,1.02,98.36
3393,16,36.05,0.2,17.54
7925,19,0.4,1.18,46.9
442,16,6.49,4.4,1.78
1995,19,3.72,1.56,4.39
633,20,3.4,8.65,1.0
8413,16,29.39,7.05,63.56
1649,15,20.09,2.38,9.68
8848,15,1.74,3.04,22.62
883,13,10.08,1.34,2.38
6654,19,7.61,1.21,40.88
3298,18,0.11,5.29,75.36
11415,32,3.49,4.61,97.8
5602,13,5.02,2.89,64.37
9189,18,3.91,2.32,85.06
11887,37,17.06,2.71,93.35
5873,18,4.69,1.9,21.45
4203,8,4.34,1.77,66.98
6729,15,2.82,2.82,27.09
4008,9,15.87,4.97,30.82
7858,11,0.62,4.4,28.74
8099,13,18.91,2.15,14.56
3202,15,42.9,6.08,75.12
5090,8,13.58,2.58,11.46
2916,17,3.5,0.81,0.53
242,12,13.66,1.67,4.92
6178,21,13.78,6.95,12.86
3841,19,9.11,1.32,20.16
10610,32,33.72,1.83,97.13
6568,16,10.59,8.37,30.06
3955,16,1.85,6.96,45.87
10742,31,4.84,6.19,95.87
7739,12,14.13,7.48,63.74
1682,13,41.17,7.07,3.51
2445,15,5.27,5.32,2.6
11160,32,17.53,1.78,91.48
5272,15,7.23,5.09,10.35
2086,17,2.18,2.12,0.31
5961,20,20.21,0.04,79.32
8531,17,2.53,0.81,32.88
1109,16,9.7,4.24,8.16
1389,14,22.01,4.1,8.55
4180,11,24.95,7.49,14.76
6517,14,77.65,3.25,43.98
8228,17,38.2,7.63,68.98
9784,12,16.01,1.79,83.23
10932,33,5.27,3.89,95.62
4943,19,21.25,4.76,58.26
2217,13,9.68,1.43,0.29
7495,11,1.76,0.64,67.05
1230,14,47.78,1.59,9.36
9021,8,19.38,4.01,82.44
5550,14,0.84,3.34,49.18
6696,11,11.84,3.41,40.44
7431,10,11.14,5.01,31.43
5076,25,7.34,4.58,76.17
8929,18,6.07,3.89,10.57
4280,13,0.65,2.49,65.71
7764,14,28.64,4.56,44.61
7353,15,9.98,1.8,30.37
7019,18,9.51,6.54,53.18
7808,20,6.53,2.65,27.63
10937,34,19.57,13.03,95.92
4304,17,0.66,7.02,42.93
3487,14,11.14,13.28,38.16
3004,15,15.52,3.76,68.2
22,12,4.47,6.64,5.05
8569,14,25.88,1.51,41.81
6134,17,13.88,2.79,69.6
9149,13,4.79,2.66,88.76
8010,14,7.79,8.68,62.37
4950,19,34.3,5.78,38.07
919,17,1.54,1.48,7.87
10249,37,10.16,2.79,91.13
11881,30,0.26,1.83,95.66
8225,17,4.33,3.22,31.81
2036,16,3.66,1.85,3.44
10108,35,12.16,4.58,92.11
9143,10,4.16,1.6,89.12
7231,23,13.75,4.83,22.52
4027,18,2.9,4.14,52.32
11936,33,79.45,251.57,98.15
8058,10,10.47,5.6,11.33
3526,19,5.76,4.89,44.77
7152,21,10.91,3.29,78.38
1381,11,11.08,1.19,4.26
8620,18,4.33,2.05,69.18
3119,18,0.8,3.52,61.89
7226,15,1.02,2.96,48.33
2120,13,7.12,3.1,8.34
5293,11,7.4,3.13,30.82
2906,14,3.47,12.12,9.97
6156,11,31.45,3.76,45.5
3052,20,1.93,2.72,19.29
3511,12,35.96,2.82,75.58
11289,34,22.12,8.32,93.59
2030,17,17.86,4.28,5.63
2558,15,27.57,3.54,3.05
3751,16,30.83,5.46,79.05
2591,14,10.42,3.99,3.72
4835,14,0.71,5.54,18.83
5734,17,11.31,3.96,40.78
1341,19,10.71,0.28,7.3
11526,36,13.77,1.41,92.59
11517,36,37.28,4.89,93.71
